CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
03637776000105,FILOSANITAS SAUDE LTDA,1,2025,6675002.87
00648506000101,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,1,2025,1324809.39
03011072000122,PLANO HOSPITAL SAMARITANO LTDA,1,2025,117341647.77
03638220000133,PLANO DE SAUDE ASES LTDA.,1,2025,14036115.28
03849449000117,ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE,1,2025,56582992.50
03627391000167,SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA,1,2025,2736964.36
03548273000163,MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,1,2025,1700187.61
03670297000190,MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,1,2025,815579.37
03977587000181,SBC SAÚDE LTDA.,1,2025,8029505.56
04002216000147,SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA,1,2025,5720079.57
03702977000149,CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC,1,2025,18787062.43
00307714000147,ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,1,2025,5883267.45
03773153000160,TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA,1,2025,6861664.61
03990914000135,ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,1,2025,2109962.20
04165719000133,GS PLANO GLOBAL DE SAÚDE LTDA,1,2025,11505590.76
04234059000103,PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,1,2025,765564.20
03694367000140,AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP,1,2025,1049524.89
04257073000114,AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA,1,2025,9624154.09
92219070000153,SOCIEDADE PORTUGUESA DE BENEFICÊNCIA,1,2025,4560975.64
04222989000139,UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,1,2025,4834890.59
04197511000104,CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND,1,2025,4640171.60
04311093000126,CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL,1,2025,225588953.12
16608812000154,SOCIEDADE BENEFICENTE DEZOITO DE JULHO,1,2025,7352396.40
04212174000179,DENTAL MASTER LTDA - EPP,1,2025,1024378.27
78304672000188,CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU,1,2025,1723004.23
59762062000183,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),1,2025,6404090.06
04859814000137,SAÚDE BRB - CAIXA DE ASSISTÊNCIA,1,2025,27208366.73
05011316000100,HBC SAÚDE LTDA.,1,2025,31068332.34
03187913000157,ODONTOART PLANOS ODONTOLÓGICOS LTDA,1,2025,1402730.29
04558034000157,LIFE EMPRESARIAL SAÚDE LTDA.,1,2025,40668575.63
03230123000107,UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,1,2025,18189924.25
04745753000187,UNIÃO MÉDICA PLANOS DE SAÚDE S/A,1,2025,45181487.96
04222235000189,SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA,1,2025,1512152.54
04911101000175,VIVENTERIS LTDA,1,2025,2727477.43
04839091000104,FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC,1,2025,180791.11
05774975000190,SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,1,2025,1979318.83
01648339000161,VITA ASSISTÊNCIA A SAÚDE LTDA.,1,2025,3829061.68
05029064000139,SAÚDE SANTA TEREZA LTDA.,1,2025,23395679.19
06091170000105,UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO,1,2025,22185216.14
00395266000180,MAIS SAÚDE PLANO DE SAÚDE LTDA,1,2025,11477004.23
06145428000109,PORTO DIAS SAUDE LTDA.,1,2025,596253.58
04299138000194,BIOVIDA SAÚDE LTDA.,1,2025,64031200.36
07154253000169,RODRIGUES LEIRA ODONTOLOGIA LTDA.,1,2025,1055944.49
07270625000112,FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA,1,2025,5620691.53
04202013000102,POLICLIN SAÚDE S/A.,1,2025,39555884.16
07844436000106,CABERJ INTEGRAL SAÚDE S.A,1,2025,39273652.59
41369935000127,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,1,2025,352014.83
02569472000195,CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA,1,2025,620648.15
05983170000157,PLANO ODONTOLÓGICO DENTALVIDAS LTDA.,1,2025,9633222.16
51262335000119,CLÍNICA SÃO GABRIEL S/S LTDA,1,2025,22787.51
04430627000133,PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA,1,2025,1003244.00
00885918000165,HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA,1,2025,16405470.30
08097092000181,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA,1,2025,45266162.17
97403778000183,SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,1,2025,5965.44
02866602000151,SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.,1,2025,957245.32
50432863000106,MATÃO CLINICAS & AMHMA SAÚDE LTDA,1,2025,17918470.41
08787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,1,2025,2510288.89
08202035000115,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA,1,2025,38740739.77
08883265000197,ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE,1,2025,10560674.66
07781345000179,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,1,2025,18015640.58
08708980000193,OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A,1,2025,17581578.14
10414182000109,UNIMED SAÚDE E ODONTO S.A,1,2025,19193475.37
10767219000174,PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME,1,2025,571094.06
10456692000130,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA,1,2025,389613.02
11177786000133,ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO,1,2025,16285548.66
10796140000171,ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,1,2025,599121.58
11593821000103,ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,1,2025,23126543.10
11158465000191,AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA,1,2025,0.00
51628360000173,PRONTO SOCORRO CONDE DE MOREIRA LIMA,1,2025,1902058.39
11565995000154,PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA,1,2025,649130.14
12055813000168,CEMIG SAÚDE,1,2025,132797627.10
11939445000158,ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA,1,2025,79975714.81
03033006000153,CAIXA DE ASSISTÊNCIA OSWALDO CRUZ,1,2025,43377325.24
92741016000173,ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL,1,2025,22952395.42
10846369000173,HEALTH ADMINISTRADORA DE BENEFICIOS LTDA,1,2025,0.00
11996146000155,CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO,1,2025,14500394.46
11973134000105,SUL AMÉRICA ODONTOLÓGICO S/A,1,2025,15739931.42
10364053000145,ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,1,2025,809017.63
10935483000170,ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO,1,2025,31989997.08
07945024000162,ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ,1,2025,14901079.61
13001218000102,ASSOCIAÇÃO SANTA SAÚDE,1,2025,79122992.60
13223975000120,CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A,1,2025,375699.46
13026081000140,FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO,1,2025,1396634.04
11076382000153,UNIX SAÚDE S.A,1,2025,6068644.17
,,1,2025,0.00
09433795000104,QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.,1,2025,90825153.94
11336728000105,ASSOCIAÇÃO SAÚDE RURAL ALEGRETE,1,2025,782541.49
13816250000146,OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA,1,2025,2459541.81
12838821000180,FUNDAÇÃO FIAT SAÚDE E BEM ESTAR,1,2025,0.00
11828089000103,LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,1,2025,23918104.23
14408631000159,FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA,1,2025,2630081.21
15131148000132,AMHA SAUDE S/A,1,2025,16843323.60
12049486000131,ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ,1,2025,10520931.21
30460075000116,MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,1,2025,35726282.27
15022430000181,ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO,1,2025,17094114.93
06814351000112,CEDPLAN SAÚDE LTDA EPP,1,2025,1421130.06
16665579000141,ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA,1,2025,21057309.33
27085968000114,CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO,1,2025,11199471.72
11867361000156,ASSOCIAÇÃO SAÚDE SÃO JOSÉ,1,2025,10875226.86
17048922000171,ODONTO PRIME S/S LTDA,1,2025,152781.96
03518900000113,INSTITUTO CURITIBA DE SAÚDE,1,2025,95995914.84
25906728000108,COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ,1,2025,665938.52
16926969000128,AMAZÔNIA PLANOS DE SAÚDE LTDA,1,2025,13591734.59
14674151000130,BIORAL SISTEMA ODONTOLÓGICO LTDA.,1,2025,0.00
18275071000162,POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS,1,2025,0.00
14946109000120,ASSOCIAÇÃO SÃO FRANCISCO VIDA,1,2025,27196266.38
15323270000100,ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA,1,2025,13807534.81
18321477000134,ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS,1,2025,118627777.23
19240452000179,BCI ADMINISTRADORA DE BENEFÍCIOS LTDA.,1,2025,0.00
14891935000110,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,1,2025,489019.50
14927215000167,ZURICH SANTANDER BRASIL ODONTO LTDA.,1,2025,265778.45
19962272000109,BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.,1,2025,8828716.14
92827666000136,INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM,1,2025,14240666.38
17897995000138,PLADISA PLANOS DE SAÚDE SA,1,2025,14239565.21
19691730000104,MAIS SAUDE S/A,1,2025,7880938.08
19304091000187,SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.,1,2025,336981.28
19663787000108,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,1,2025,0.00
20160828000114,ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ,1,2025,1582541.58
20918393000124,OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA,1,2025,9411575.66
14576780000127,MEDGOLD ASSISTENCIA MEDICA LTDA - ME,1,2025,1764529.54
21205801000163,"CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE",1,2025,2442556.97
20961779000119,ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS,1,2025,7559477.78
19512026000147,PLAMESC PLANOS DE SAÚDE LTDA,1,2025,2493089.29
15713057000105,ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL,1,2025,16082950.22
19031941000110,SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.,1,2025,268902.47
60961422000155,"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO",1,2025,68954286.56
23053901000147,SANTA CASA DE SAÚDE - SCS,1,2025,3875750.19
13083167000105,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,1,2025,1029694.81
23557177000199,ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,1,2025,2189191.53
23869306000184,ASSOCIAÇÃO PADRE ALBINO SAÚDE,1,2025,20871143.51
24645912000189,PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA,1,2025,43978918.17
25063964000100,FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,1,2025,7246007.27
24807514000111,ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,1,2025,6123267.32
25141173000150,ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE,1,2025,701528.59
22694698000125,INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA,1,2025,0.00
77893469000121,HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO,1,2025,637492.58
27113113000150,S1 OPERADORA DE PLANO DE SAÚDE LTDA,1,2025,1556871.78
27067508000163,ASSOCIAÇÃO SÃO LUIZ SAÚDE,1,2025,16160137.05
28311619000136,NEXO - ADMINISTRADORA DE BENEFICIOS LTDA,1,2025,0.00
28633372000174,SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.,1,2025,10820113.58
22709109000135,BENEFICENCIA SOCIAL BOM SAMARITANO,1,2025,676289.76
08225953000160,SANTA CASA DE MAUÁ SAÚDE,1,2025,23071325.94
04574626000162,CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL,1,2025,21934092.27
29910807000143,RIO DOCE SAÚDE,1,2025,3600547.38
28310835000167,MEDHEALTH PLANOS DE SAÚDE LTDA,1,2025,1484944.68
27452545000195,2CARE OPERADORA DE SAÚDE LTDA.,1,2025,61228543.37
31596055000130,BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,1,2025,228946.14
30724638000136,ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL,1,2025,1377170.12
28953753000130,SD-M OPERADORA DE PLANOS DE SAUDE LTDA,1,2025,1062086.59
31097886000167,PERSONAL CARE OPERADORA DE SAÚDE SA,1,2025,4246798.36
15011651000154,BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A,1,2025,0.00
27047334000177,HEALTH-MED SISTEMA DE SAUDE LTDA,1,2025,490266.37
29174910000172,AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,1,2025,9966663.11
32421708000102,BEST SENIOR OPERADORA DE SAÚDE LTDA,1,2025,15698691.94
03013779000178,ANGELI SISTEMAS DE SAUDE S.A.,1,2025,2235123.39
34266553000102,ALICE OPERADORA LTDA.,1,2025,87175433.00
33379144000150,ÚNICA ASSISTENCIA MEDICA LTDA,1,2025,13385920.63
34539000000186,KLINI PLANOS DE SAÚDE LTDA,1,2025,60753644.58
33922160000147,ASSOCIAÇÃO FCA SAÚDE,1,2025,0.00
34844263000107,ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,1,2025,13310411.12
34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,1,2025,862883.28
34608096000197,UNIVIDA USA OPERADORA EM SAUDE S/A,1,2025,0.00
34732056000152,ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,1,2025,3998892.51
36263502000152,CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.,1,2025,1536634.02
35657268000185,ASSOCIAÇÃO DE SAÚDE DO VALE,1,2025,14150499.65
36503186000149,LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A,1,2025,83403084.52
36186642000174,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,1,2025,320980.96
02753398000162,SF SISTEMAS DE SAÚDE LTDA,1,2025,6383824.00
36567721000125,SAMI ASSISTÊNCIA MÉDICA LTDA,1,2025,22651568.78
34673588000166,BIT LIFE BENEFÍCIOS LTDA,1,2025,0.00
39149389000177,LIVRI OPERADORA DE PLANO DE SAÚDE LTDA,1,2025,54610.75
37442364000131,ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.,1,2025,0.00
38272479000198,PB ASSISTENCIA MEDICA EU LTDA,1,2025,4463919.75
39427632000171,ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS,1,2025,30838913.81
40187311000126,GOCARE PLANOS DE SAUDE LTDA,1,2025,20744391.62
40038813000195,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,1,2025,440204.69
40246859000108,ODILE SERVIÇOS DE SAÚDE LTDA.,1,2025,335240.73
55990451000105,SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA,1,2025,3950901.93
41432461000110,TEMPO MED PLANO DE SAUDE LTDA,1,2025,18572773.19
37020290000145,TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE,1,2025,5717263.71
41248894000110,VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.,1,2025,2846219.96
41715325000138,ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.,1,2025,0.00
41929347000109,PRESERVE SAUDE ASSISTENCIA MEDICA LTDA,1,2025,1300441.27
42209475000132,TOTAL SAUDE  ADMINISTRADORA DE BENEFICIOS EIRELI,1,2025,0.00
44477823000188,INTEGRA ASSISTENCIA MEDICA SA,1,2025,70714556.25
45050963000138,BEMSTAR ASSISTENCIA MEDICA LTDA,1,2025,122018.71
00841848000143,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,1,2025,1659879.44
45568546000181,ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA,1,2025,142221.45
45981176000100,ANAFE SAUDE,1,2025,13020670.84
46426569000114,UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.,1,2025,9364669.72
46614535000153,AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.,1,2025,5043589.55
29117294000118,PLANO SIGMA SAÚDE LTDA,1,2025,376454.29
47325263000134,"ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE",1,2025,813879.99
43079723000130,TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA,1,2025,2464172.35
42785902000120,INFINITY SAÚDE SUPLEMENTAR LTDA,1,2025,151172.77
49955478000164,AURORA SAÚDE LTDA,1,2025,2850270.20
49481538000154,SAUDIA ASSISTENCIA MÉDICA LTDA,1,2025,252458.74
50876139000171,NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA,1,2025,20231729.27
49792664000120,SUL DO PARÁ LTDA,1,2025,4252294.26
,,1,2025,0.00
51212821000122,SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,1,2025,1982.37
43047552000168,AMPLITUDE PLANOS DE SAUDE LTDA,1,2025,0.00
53249803000140,ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA,1,2025,125920.19
29754208000188,VALE PLANOS DE SAÚDE LTDA,1,2025,558411.02
03284505000113,HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO,1,2025,0.00
54698763000187,SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA,1,2025,0.00
49168700000189,PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.,1,2025,0.00
54557861000102,BLUZZ SAÚDE S/A,1,2025,218489.71
04439627000102,ALLIANZ SAÚDE S/A,2,2025,15172665.78
04540010000170,PORTO SEGURO - SEGURO SAÚDE S/A,2,2025,2691304722.05
04487255000181,UNIMED SEGUROS SAÚDE S/A,2,2025,2530570079.16
04463083000106,ITAUSEG SAÚDE S.A.,2,2025,163982524.49
92693118000160,BRADESCO SAÚDE S.A.,2,2025,15559601494.60
01685053000156,SUL AMERICA COMPANHIA DE SEGURO SAÚDE,2,2025,11081575590.82
00103956000119,UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,58406666.24
54991211000162,UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO,2,2025,59328623.65
01402285000150,DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.,2,2025,1774759.52
41871989000196,UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.,2,2025,28924514.47
01476619000130,UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO,2,2025,17719346.55
50480953000172,UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO,2,2025,113310770.14
20168589000149,PRONTOMED PLANOS DE SAÚDE LTDA,2,2025,28283480.53
01356020000162,UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,2,2025,33501334.57
58119199000151,ODONTOPREV S/A,2,2025,348455896.31
00461479000163,PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA,2,2025,2919851427.47
00747041000146,UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO,2,2025,13453217.34
35617257000171,CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO,2,2025,21019481.16
35830868000101,UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE,2,2025,210711289.35
07649106000160,UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA,2,2025,33725282.95
56727134000163,UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO,2,2025,221927893.49
85377174000120,UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,256911731.94
62638374000194,CENTRO TRASMONTANO DE SAO PAULO,2,2025,395637778.24
64924095000112,SERMED-SAÚDE LTDA.,2,2025,102427327.53
02687852000124,UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,22035269.31
04201372000137,UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO,2,2025,755957322.54
16921561000163,UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.,2,2025,69358481.39
50368034000101,UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO,2,2025,25952268.32
02030246000131,ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15),2,2025,55501011.60
92240605000178,ON MED ASSISTÊNCIA MÉDICA LTDA,2,2025,5672305.77
42940528000190,UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,43956004.33
22720791000167,UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,59135812.84
01867792000169,NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,2,2025,8226497.77
37436920000167,UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,59303157.10
78738101000151,DENTAL UNI - COOPERATIVA ODONTOLÓGICA,2,2025,28507151.75
17143876000190,AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA,2,2025,4708243.85
75055772000120,UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS,2,2025,1565678932.23
45425899000122,UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO,2,2025,126635343.81
78420783000150,UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO,2,2025,47497156.19
72120124000111,UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA,2,2025,1696054.97
33546979000157,UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA,2,2025,46380888.45
22666341000133,PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A,2,2025,13694012.59
02858169000102,NOSAMED ASSISTÊNCIA MÉDICA LTDA.,2,2025,3538103.63
72547623000190,SANTA CASA DE MISERICÓRDIA DE TUPÃ,2,2025,4249404.28
81715716000177,UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO,2,2025,77178810.22
44663631000166,UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO,2,2025,92070452.87
87300448000109,UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.,2,2025,288217569.62
00299149000113,ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS,2,2025,21864090.64
02322043000119,UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO,2,2025,84614909.19
17689407000170,UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,263556085.20
02315431000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL,2,2025,129092363.95
12585261000108,FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV,2,2025,60584864.34
80525652000189,UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI,2,2025,17834498.03
29167970000168,"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO",2,2025,5634839.56
25810946000144,UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,39787708.68
31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,2,2025,1018743827.49
67577171000159,UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO,2,2025,15174146.07
37313475000148,UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO,2,2025,66957028.04
17146846000137,PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,2,2025,11883389.81
88645403000139,CIRCULO OPERARIO CAXIENSE,2,2025,131997086.67
02752923000125,PROASA SAÚDE,2,2025,96177402.55
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,2,2025,6659386.17
