CNPJ,RazaoSocial,Ano,Trimestre,ValorDespesas,RegistroANS,Modalidade,UF
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,2025,2,381648452191.00,346659,Autogestão,DF
00628107000189,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,2025,2,68812838332.00,346926,Autogestão,DF
01569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,2025,2,3277414199.00,346951,Cooperativa Médica,SC
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,2025,2,2501081855.00,347108,Cooperativa Médica,SP
00697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,2025,2,10349048228.00,347507,Cooperativa Médica,RO
69015113000167,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,2025,2,441604912.00,347604,Cooperativa odontológica,SP
56384183000140,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO,2025,2,5659662001.00,347655,Filantropia,SP
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,2,1815483265.00,347736,Cooperativa Médica,MG
59527440000144,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,2025,2,292744254.00,347795,Cooperativa odontológica,SP
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,2025,2,542169853.00,347825,Autogestão,RJ
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,2025,2,13223819142.00,348082,Cooperativa Médica,SP
95642179000197,HUMANA SAÚDE LTDA.,2025,2,18909681099.00,348180,Medicina de Grupo,PR
01554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,2025,2,4598434987.00,348244,Cooperativa Médica,SC
42889436000123,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,2025,2,2327536799.00,348261,Cooperativa Médica,MG
45399961000159,UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO,2025,2,55410703302.00,348295,Cooperativa Médica,SP
62550256000120,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,2025,2,46534709921.00,348520,Medicina de Grupo,CE
00338763000147,PLENA SAÚDE S.A.,2025,2,11241490116.00,348830,Medicina de Grupo,SP
01387625000110,DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.,2025,2,16271629401.00,349682,Medicina de Grupo,RS
77781706000162,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,2025,2,16543595261.00,349712,Cooperativa Médica,PR
02668512000156,H.B. SAÚDE S/A.,2025,2,15242049444.00,350249,Medicina de Grupo,SP
01143922000110,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO,2025,2,1027933642.00,350346,Cooperativa Médica,MT
16415598000110,UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA,2025,2,11877038736.00,350371,Cooperativa Médica,BA
51304798000104,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,2025,2,4187647329.00,350494,Cooperativa odontológica,SP
89640452000141,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,2,1656779855.00,350648,Cooperativa Médica,RS
00950062000164,CENTRO HOSPITALAR ATIBAIA LTDA.,2025,2,6080895635.00,350699,Medicina de Grupo,SP
82239476000144,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,2025,2,229064432.00,350770,Cooperativa odontológica,PR
45232246000127,UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO,2025,2,39654727193.00,351202,Cooperativa Médica,SP
02896924000143,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,2025,2,1726653755.00,351270,Medicina de Grupo,PR
45118429000116,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,2025,2,5977958798.00,351407,Cooperativa Médica,SP
45467404000128,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,2025,2,1480562930.00,351776,Cooperativa Médica,SP
87689527000153,UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,2,4066869242.00,352179,Cooperativa Médica,RS
66191263000133,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,2,4187134722.00,352314,Cooperativa Médica,MG
62231527000184,CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO,2025,2,56766638665.00,352331,Autogestão,SP
87096616000196,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,2025,2,179778763769.00,352501,Cooperativa Médica,RS
72234164000194,UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2025,2,785057207.00,352519,Cooperativa Médica,RS
07057185000110,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,2025,2,7715486254.00,352543,Cooperativa Médica,MA
02852017000100,SISTEMAS E PLANOS DE SAÚDE LTDA.,2025,2,3158733056.00,352586,Medicina de Grupo,SP
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO,2025,2,12425659837.00,352683,Cooperativa Médica,RJ
57149775000140,UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2025,2,3467865046.00,353027,Cooperativa Médica,SP
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.,2025,2,11818606663.00,353060,Cooperativa Médica,MG
59901454000186,SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,2025,2,1235368466.00,353264,Filantropia,SP
07241136000132,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,2025,2,27176391946.00,353353,Cooperativa Médica,PI
73967085000155,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,2025,2,20347651177.00,353663,Cooperativa Médica,MT
00532888000103,UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2025,2,895400833.00,353698,Cooperativa Médica,RS
00730439000170,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,2025,2,1887955273.00,353876,Cooperativa Médica,MG
45359213000142,UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO,2025,2,25159111381.00,354031,Cooperativa Médica,SP
17774738000109,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,2025,2,18564952772.00,354066,Cooperativa Médica,MG
71695746000105,UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS,2025,2,3916027915.00,354279,Cooperativa Médica,SP
85283299000191,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,2025,2,11714335607.00,354295,Cooperativa Médica,SC
20909271000171,UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO,2025,2,3864822211.00,354325,Cooperativa Médica,MG
02774736000142,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,2025,2,7668636039.00,354511,Medicina de Grupo,RJ
54370630000187,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,2025,2,9710570900.00,354562,Filantropia,SP
96182068000108,UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,2025,2,1710599078.00,354619,Cooperativa Médica,SP
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO,2025,2,2440145510.00,354627,Cooperativa Médica,PR
86584901000193,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,2025,2,806679189.00,354678,Cooperativa Médica,MG
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,2025,2,17173536879.00,354783,Cooperativa Médica,SP
42946061000196,UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,2025,2,1625708725.00,354996,Cooperativa Médica,MG
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,2025,2,45028090697.00,355097,Medicina de Grupo,SP
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,2025,2,16784512899.00,355151,Autogestão,PR
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,2025,2,3377082055.00,355577,Cooperativa Médica,SP
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,2,2428797329.00,355593,Cooperativa Médica,MG
76590884000143,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,2025,2,29720159847.00,355691,Cooperativa Médica,SC
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,2025,2,42122044095.00,355721,Cooperativa Médica,SP
07583396000196,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,2025,2,7561163338.00,356123,Cooperativa Médica,CE
88258884000120,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2025,2,21019612396.00,356417,Cooperativa Médica,RS
79831608000118,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,2025,2,6380989029.00,356476,Autogestão,SC
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,2,2847946756.00,356581,Cooperativa Médica,MG
87638334000173,UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,2025,2,4268135997.00,357022,Cooperativa Médica,RS
01608379000180,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,2025,2,7422661320.00,357138,Cooperativa Médica,SP
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,2,9923644525.00,357260,Cooperativa Médica,RS
27578434000120,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,2025,2,92063318293.00,357391,Cooperativa Médica,ES
00361325000108,HUMANA SAÚDE NORDESTE LTDA.,2025,2,49627534067.00,357511,Medicina de Grupo,PI
19969500000164,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,2025,2,972318662.00,357669,Autogestão,MG
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO,2025,2,1977557513.00,357715,Cooperativa Médica,GO
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,2025,2,4724116086.00,358053,Medicina de Grupo,GO
53678264000165,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,2025,2,11787721465.00,358088,Cooperativa Médica,SP
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,2025,2,4655012164.00,358096,Cooperativa Médica,PR
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,2025,2,1775156098.00,358282,Cooperativa Médica,PR
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,2025,2,302167060.00,358339,Cooperativa odontológica,GO
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,2025,2,909021094.00,358436,Cooperativa odontológica,GO
04204285000133,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,2025,2,3099061107.00,358754,Autogestão,PA
44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,2025,2,506279508101.00,359017,Medicina de Grupo,SP
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,2,1835414287.00,359033,Cooperativa Médica,MG
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,2025,2,4784824398.00,359122,Autogestão,CE
16991945000152,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,2025,2,8479242659.00,359289,Cooperativa Médica,MG
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,2025,2,118177491331.00,359661,Medicina de Grupo,SP
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,2,12057450004.00,359777,Cooperativa Médica,MT
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,2025,2,14086311250.00,360244,Medicina de Grupo,SP
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,2,3115771171.00,360414,Cooperativa Médica,RJ
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,2025,2,60904837054.00,360449,Cooperativa Médica,SC
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,2025,2,613598720.00,360783,Medicina de Grupo,SP
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,2025,2,27306686469.00,361011,Autogestão,DF
37880952000157,VIVACOM PLANOS DE SAÚDE,2025,2,3860597220.00,361461,Autogestão,GO
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,2025,2,719767919.00,361569,Cooperativa odontológica,PB
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,2025,2,591734612.00,361593,Cooperativa odontológica,SP
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,2025,2,5379160464.00,361615,Cooperativa Médica,PR
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,2025,2,4626619648.00,361941,Cooperativa Médica,SP
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,2025,2,4439679703.00,362140,Cooperativa Médica,PA
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,2025,2,1938770984.00,362573,Cooperativa Médica,MG
89100135000132,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,2025,2,1636574841.00,362832,Cooperativa Médica,RS
03044492000105,HOSPITAL S.P. LTDA.,2025,2,493346090.00,363189,Medicina de Grupo,RS
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,2025,2,2364326021.00,363286,Cooperativa Médica,SP
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,2025,2,318141008.00,363391,Medicina de Grupo,MG
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,2025,2,4481749544.00,363855,Autogestão,GO
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,2025,2,1402071358.00,364070,Cooperativa Médica,MG
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,2025,2,16928645663.00,364312,Cooperativa Médica,SP
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,2025,2,20921200376.00,364584,Cooperativa Médica,RJ
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,2025,2,2792924386.00,364592,Medicina de Grupo,SP
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,2025,2,8673928527.00,364860,Cooperativa Médica,SC
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,2025,2,3526084203.00,365238,Cooperativa Médica,SP
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,2025,2,2239783770.00,365530,Cooperativa Médica,SP
30505523000150,DONA SAÚDE CLINICAS LTDA,2025,2,330617769.00,365645,Medicina de Grupo,SP
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,2025,2,3579929857.00,365777,Cooperativa Médica,PR
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,2025,2,229638653.00,365785,Cooperativa odontológica,AP
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,2025,2,3456584633.00,366064,Cooperativa Médica,PR
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,2025,2,2464115605.00,366340,Cooperativa Médica,SP
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,2025,2,905820872.00,366439,Cooperativa odontológica,RS
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,2025,2,15456237376.00,366561,Medicina de Grupo,SP
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,2025,2,14356243758.00,367087,Cooperativa Médica,RS
84537141000138,SAMEL PLANO DE SAÚDE LTDA,2025,2,19238554769.00,367095,Medicina de Grupo,AM
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,2025,2,15675475857.00,367397,Cooperativa Médica,PB
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,2025,2,457991310.00,367613,Cooperativa Médica,MG
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,2025,2,3452652357.00,368148,Cooperativa Médica,MG
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,2025,2,530474838471.00,368253,Medicina de Grupo,CE
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,2025,2,1506435414.00,368555,Cooperativa odontológica,PA
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,2025,2,4301029641.00,368920,Autogestão,MG
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,2025,2,18516879115.00,369292,Cooperativa Médica,SP
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,2025,2,7730640915.00,369411,Cooperativa Médica,SP
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,2025,2,25554607379.00,369659,Cooperativa Médica,SP
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,2025,2,25016607352.00,370070,Cooperativa Médica,PR
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,2025,2,2966243201.00,370088,Cooperativa Médica,MG
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,2025,2,374694722.00,370568,Cooperativa odontológica,MG
02618303000106,FUNASA SAÚDE,2025,2,840213477.00,370592,Medicina de Grupo,PB
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,2025,2,8963981355.00,370681,Cooperativa Médica,PR
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,2025,2,267135118.00,370711,Cooperativa odontológica,ES
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,2025,2,2641862749.00,370975,Cooperativa Médica,MT
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,2025,2,10294096578.00,371106,Cooperativa Médica,PR
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,2025,2,39468689159.00,371254,Cooperativa Médica,PR
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,2025,2,1701596969.00,371564,Cooperativa Médica,MG
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,2025,2,9174468581.00,371629,Cooperativa Médica,ES
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,2025,2,6274411369.00,371777,Cooperativa Médica,ES
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,2025,2,3995061553.00,372561,Cooperativa Médica,SC
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,2025,2,11609336568.00,372609,Medicina de Grupo,PR
00826676000139,UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA,2025,2,192874330.00,373109,Cooperativa odontológica,SP
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,2025,2,1768125657.00,374440,Odontologia de Grupo,SP
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,2025,2,2992765967.00,378216,Autogestão,MG
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,2025,2,10480906190.00,379280,Medicina de Grupo,SP
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,2025,2,98750891853.00,379956,Medicina de Grupo,SP
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,2025,2,17850014692.00,380661,Autogestão,SP
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,2025,2,268154216.00,381144,Cooperativa odontológica,PR
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,2025,2,176996847.00,382281,Medicina de Grupo,MG
31240963000196,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,2025,2,5071846155.00,382540,Medicina de Grupo,RJ
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,2025,2,106072520.00,382639,Autogestão,RS
02149799000108,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,2025,2,319954193.00,382655,Cooperativa odontológica,SP
02476067000122,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,2025,2,121657091775.00,382876,Cooperativa Médica,GO
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,2025,2,35852451422.00,384577,Cooperativa Médica,MG
13170410000122,ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,2025,2,1377828200.00,384704,Autogestão,SE
01445199000124,UNIHOSP SAÚDE LTDA,2025,2,7828503143.00,385255,Medicina de Grupo,SP
48717516000188,UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,2025,2,2188259235.00,385620,Cooperativa Médica,SP
05814777000103,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL,2025,2,20234771868.00,385697,Autogestão,CE
42892281000184,UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.,2025,2,14735468118.00,386588,Cooperativa Médica,MG
00366982000130,CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO,2025,2,5361351855.00,386596,Cooperativa Médica,GO
42936518000181,UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,2,1558950763.00,386901,Cooperativa Médica,MG
34011288000111,ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,2025,2,1426945803.00,387185,Autogestão,RJ
04503249000170,ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,2025,2,554215864.00,388092,Autogestão,AM
00856424000152,CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.,2025,2,526593509.00,389358,Odontologia de Grupo,SP
02751464000165,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,2025,2,639365431.00,389854,Odontologia de Grupo,DF
70094578000130,COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,2025,2,411400658.00,390259,Autogestão,PB
00773639000100,CENTRO CLÍNICO GAÚCHO LTDA,2025,2,20508750486.00,392804,Medicina de Grupo,CE
42163881000101,UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO,2025,2,4390527541.00,393321,Cooperativa Médica,RJ
67839969000121,AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA,2025,2,3742311416.00,394734,Medicina de Grupo,SP
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,2025,2,3784421037.00,395480,Medicina de Grupo,AL
69099307000198,CROWN ODONTOLOGIA DE GRUPO LTDA,2025,2,55018644.00,397245,Odontologia de Grupo,SP
68668045000172,AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ,2025,2,5636485565.00,401081,Medicina de Grupo,RJ
02989632000155,EVANGELICO SAUDE LTDA.,2025,2,1099030976.00,401480,Medicina de Grupo,PR
53454617000143,SISTEMA TOTAL DE SAÚDE LTDA.,2025,2,531238740.00,402001,Medicina de Grupo,SP
02220135000198,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,2025,2,1075755844.00,402206,Autogestão,GO
03123146000112,BIO SAÚDE SERVIÇOS MÉDICOS LTDA,2025,2,991617624.00,402966,Medicina de Grupo,SP
03098226000165,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,2025,2,3054552320.00,403962,Medicina de Grupo,PE
72350382000194,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,2025,2,764088558.00,404241,Autogestão,RS
03273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,2025,2,4448498484.00,406481,Odontologia de Grupo,SP
83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,2025,2,6395998700.00,406554,Filantropia,PA
71565659000133,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,2025,2,394981522.00,406635,Autogestão,SP
03268622000193,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,2025,2,1070753512.00,406805,Medicina de Grupo,RS
59766105000107,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2025,2,213716071.00,406813,Autogestão,SP
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2025,2,1060945919.00,406937,Autogestão,SP
00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,2025,2,2632929202.00,406945,Autogestão,SP
03219363000100,SEPACO SAÚDE LTDA,2025,2,246629518.00,407224,Medicina de Grupo,SP
28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,2025,2,130237749.00,407534,Medicina de Grupo,RJ
72916364000127,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,2025,2,342166604.00,407569,Autogestão,SP
00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,2025,2,263040070.00,408026,Autogestão,SP
66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,2025,2,202262188.00,408034,Autogestão,SP
66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,2025,2,164783505.00,408093,Autogestão,SP
